county,state,2020 Democrat vote raw,2020 Republican vote raw,Population with less than 9th grade education,"Population with 9th to 12th grade education, no diploma",High School graduate and equivalent,"Some College,No Degree",Associates Degree,Bachelors Degree,Graduate or professional degree,Gini Index,Mean income (dollars),Density per square km,Total Population,Hispanic or Latino percentage,NH-White percentage,NH-Black percentage,"Percentage engaged in Management, business, science, and arts occupations",Percentage engaged in Service Occupations,Percentage engaged in Sales and Office,Percentage engaged in Resources and Construction,Percentage engaged in Transportation,Label (County),Label (State)
Van Zandt County,texas,3516,22270,4.2,9.8,33.3,27.4,8.3,12.2,4.9,0.4676,85.932,27.52,59541,11.88,80.59,2.55,31.19,17.5,21.79,16.13,13.39,Republican,Republican
Victoria County,texas,10380,23358,6.7,9.5,30.3,24.6,9.7,13.9,5.3,0.4424,83.95,39.92,91319,47.01,43.07,5.73,30.43,18.87,22.33,12.78,15.59,Republican,Republican
Walker County,texas,7884,15375,5.9,8.8,38.2,21.2,6.5,12.5,6.8,0.4672,65.076,38.0,76400,21.7,52.12,21.44,26.08,28.62,18.64,10.38,16.29,Republican,Republican
Waller County,texas,8191,14260,6.7,6.6,31.3,25.6,4.9,18.3,6.6,0.4633,76.763,43.22,56794,32.55,41.37,21.31,35.64,17.08,22.81,11.84,12.63,Republican,Republican
Ward County,texas,764,3241,10.1,9.6,37.7,25.5,5.7,8.6,2.7,0.4249,89.224,5.24,11644,54.32,38.7,3.56,27.06,15.52,21.11,15.69,20.62,Republican,Republican
Washington County,texas,4261,12959,4.1,6.2,31.5,21.7,7.6,19.1,9.7,0.4888,96.797,22.88,35805,17.94,61.51,15.51,36.5,17.11,19.56,12.49,14.34,Republican,Republican
Webb County,texas,41820,25898,15.9,15.0,21.9,18.8,7.8,14.7,5.9,0.4614,78.814,30.7,267114,95.22,3.55,0.3,26.01,22.4,24.91,10.67,16.02,Democrat,Republican
Wharton County,texas,4694,11926,8.4,10.3,31.1,21.6,10.4,12.9,5.2,0.453,78.675,14.79,41570,40.82,43.61,13.16,27.09,18.41,20.64,15.99,17.87,Republican,Republican
Wheeler County,texas,168,2159,6.9,7.3,39.7,23.4,5.5,14.5,2.7,0.4338,75.121,2.1,4990,24.59,69.52,1.62,26.65,22.78,20.89,21.06,8.62,Republican,Republican
Wichita County,texas,13161,32069,5.5,7.0,31.8,23.5,8.3,15.1,8.7,0.4596,78.508,79.72,129350,19.95,61.61,10.34,33.21,20.37,20.51,9.7,16.21,Republican,Republican
Wilbarger County,texas,956,3524,8.7,12.9,33.2,22.7,6.0,12.7,4.0,0.4089,62.488,5.09,12887,28.97,54.41,7.86,25.91,27.15,19.33,9.52,18.09,Republican,Republican
Willacy County,texas,3108,2441,17.1,15.5,37.0,14.6,5.3,7.7,2.8,0.4728,59.226,13.28,20164,87.34,8.95,2.21,20.31,26.25,18.27,19.38,15.78,Democrat,Republican
Williamson County,texas,143795,139729,2.8,3.1,18.1,20.8,8.9,29.9,16.4,0.4031,76.763,213.63,609017,24.15,55.24,6.33,50.46,12.81,21.95,6.51,8.27,Democrat,Republican
Wilson County,texas,6350,18463,4.7,4.5,32.7,23.6,9.1,18.1,7.3,0.4458,76.763,24.2,49753,38.65,56.03,1.39,36.77,14.74,22.51,12.51,13.47,Republican,Republican
Winkler County,texas,358,1753,12.5,15.1,36.3,21.1,5.9,7.5,1.6,0.336,91.621,3.48,7791,60.74,34.68,1.78,20.89,16.39,17.69,19.62,25.41,Republican,Republican
Wise County,texas,4973,27032,5.7,7.3,33.9,24.5,7.8,14.9,5.9,0.4112,76.763,29.91,68632,19.95,73.57,0.96,31.65,16.4,22.11,12.1,17.73,Republican,Republican
Wood County,texas,3509,19049,5.3,8.6,31.7,26.3,7.0,12.8,8.3,0.47,83.609,27.13,44843,10.91,80.07,3.7,31.67,13.42,20.5,17.68,16.73,Republican,Republican
Yoakum County,texas,420,2174,19.2,12.3,28.1,25.6,5.1,8.6,1.1,0.4244,98.866,3.68,7694,64.57,32.34,0.71,29.81,12.72,12.66,31.4,13.42,Republican,Republican
Young County,texas,1034,7110,5.2,6.7,32.8,24.7,8.0,16.1,6.4,0.445,83.47,7.56,17867,19.63,75.05,0.97,27.42,20.25,19.73,16.94,15.66,Republican,Republican
Zapata County,texas,1826,2033,19.7,14.7,29.6,18.4,6.2,9.1,2.2,0.5195,56.419,5.37,13889,93.59,5.73,0.06,23.08,19.41,19.53,21.6,16.37,Republican,Republican
Zavala County,texas,2864,1490,16.5,11.0,28.2,21.8,8.8,10.1,3.7,0.3978,60.004,2.89,9670,92.49,5.92,0.69,29.18,17.07,16.09,21.44,16.22,Democrat,Republican
Beaver County,utah,357,2695,3.2,4.6,27.4,23.6,13.7,21.8,5.8,0.3321,86.27,1.06,7072,15.07,80.84,0.33,36.36,16.09,16.42,14.52,16.61,Republican,Republican
Box Elder County,utah,4473,21548,2.1,4.5,32.2,26.0,9.4,18.6,7.2,0.4083,91.694,3.89,57666,9.6,85.6,0.28,33.07,15.69,18.29,11.06,21.89,Republican,Republican
Cache County,utah,16650,38032,2.4,3.4,20.1,26.4,7.7,25.4,14.6,0.4265,92.46,44.56,133154,11.32,82.14,0.78,38.8,15.87,20.81,7.33,17.19,Republican,Republican
Carbon County,utah,2392,6693,2.4,5.6,29.3,29.9,16.1,11.8,5.0,0.4233,66.194,5.31,20412,13.11,81.55,0.24,27.65,14.06,26.15,15.04,17.09,Republican,Republican
Daggett County,utah,111,496,0.7,6.5,29.4,36.6,8.6,12.4,5.8,0.3943,73.434,0.35,935,3.1,94.22,0.11,25.3,22.09,30.52,13.25,8.84,Republican,Republican
Davis County,utah,57411,104135,1.4,2.9,21.2,25.5,10.6,25.5,12.9,0.3966,76.763,431.66,362679,10.83,80.64,1.11,44.31,13.04,22.58,7.74,12.33,Republican,Republican
Duchesne County,utah,843,7513,2.2,8.7,39.2,26.5,9.1,9.8,4.5,0.4141,86.012,2.36,19596,6.56,85.41,0.11,31.26,13.4,18.52,16.81,20.0,Republican,Republican
Emery County,utah,572,4207,2.1,4.6,31.1,30.1,16.5,9.1,6.5,0.3684,78.765,0.86,9825,7.18,89.68,0.02,27.58,18.38,16.57,22.46,15.01,Republican,Republican
Garfield County,utah,514,2158,1.4,2.7,29.1,24.5,12.0,21.0,9.4,0.4324,72.278,0.38,5083,7.55,87.47,0.1,35.0,30.59,12.45,11.25,10.7,Republican,Republican
Grand County,utah,2806,2248,1.9,3.6,23.1,28.7,11.0,21.5,10.2,0.4553,80.818,1.02,9669,12.68,77.37,0.67,35.18,26.78,22.58,8.31,7.14,Democrat,Republican
Iron County,utah,4892,18989,2.0,5.0,23.9,27.7,11.1,20.3,10.0,0.4207,80.86,6.8,57289,9.57,83.12,0.65,31.85,19.95,22.24,11.9,14.07,Republican,Republican
Juab County,utah,645,5087,1.3,5.1,34.1,27.0,11.1,14.7,6.7,0.3804,99.208,1.36,11786,4.87,91.47,0.09,35.92,14.65,17.92,13.61,17.9,Republican,Republican
Kane County,utah,1083,2998,1.5,4.1,26.4,25.7,9.8,22.1,10.3,0.4642,89.463,0.76,7667,4.2,90.31,0.35,37.42,24.37,24.83,5.21,8.15,Republican,Republican
Millard County,utah,624,5404,3.2,6.2,32.5,24.4,10.1,18.0,5.5,0.3943,82.688,0.74,12975,13.67,81.97,0.12,27.12,18.26,18.76,15.77,20.09,Republican,Republican
Morgan County,utah,1086,5181,0.6,1.1,22.9,26.1,11.6,24.0,13.6,0.3741,76.763,7.84,12295,2.75,94.04,0.1,52.79,12.68,14.47,10.94,9.12,Republican,Republican
Piute County,utah,86,773,4.6,6.5,34.6,23.7,11.0,13.9,5.8,0.4758,49.356,0.9,1438,8.62,88.73,0.0,42.91,11.42,8.48,27.51,9.69,Republican,Republican
Rich County,utah,180,1157,1.9,2.3,21.3,35.1,12.5,16.4,10.5,0.3703,81.732,0.95,2510,3.86,92.79,0.44,26.3,15.19,29.87,16.41,12.23,Republican,Republican
Salt Lake County,utah,289906,230174,3.3,4.9,22.3,22.6,9.2,24.3,13.4,0.4295,76.763,605.5,1185238,19.58,67.57,1.85,42.44,13.54,22.67,8.49,12.86,Democrat,Republican
San Juan County,utah,3113,3535,6.0,6.2,31.0,27.4,10.3,12.9,6.1,0.5061,75.391,0.72,14518,5.15,41.59,0.22,35.6,17.42,16.39,16.33,14.26,Republican,Republican
Sanpete County,utah,1794,10459,3.8,6.4,31.2,25.3,10.9,13.2,9.1,0.4126,81.805,7.0,28437,10.7,83.3,0.79,35.31,19.36,17.39,13.21,14.72,Republican,Republican
Sevier County,utah,1084,9052,2.7,5.3,31.4,26.3,11.5,15.3,7.5,0.3859,81.543,4.38,21522,4.89,90.12,0.3,31.43,17.29,23.66,13.57,14.03,Republican,Republican
Summit County,utah,15244,10252,1.6,2.3,15.2,18.3,5.1,35.8,21.6,0.5103,76.763,8.78,42357,11.18,82.89,0.38,50.1,16.05,21.27,6.31,6.27,Democrat,Republican
Tooele County,utah,8943,21014,2.1,5.3,31.8,27.0,11.3,14.8,7.8,0.3816,76.763,4.06,72698,13.1,80.06,0.6,33.87,13.28,22.57,11.23,19.05,Republican,Republican
Uintah County,utah,1663,13261,1.3,10.0,34.2,27.2,9.4,13.4,4.5,0.4184,84.449,3.1,35620,7.96,80.65,0.25,27.71,19.29,21.19,13.46,18.35,Republican,Republican
Utah County,utah,76033,192812,1.8,3.0,16.8,25.4,10.2,29.8,13.0,0.4214,76.763,128.29,659399,13.43,78.63,0.62,44.22,14.56,22.78,7.89,10.56,Republican,Republican
Wasatch County,utah,6187,10795,2.6,1.9,18.9,20.7,9.2,30.8,15.9,0.4833,76.763,11.48,34788,14.51,80.97,0.41,43.78,17.58,18.57,9.96,10.11,Republican,Republican
Washington County,utah,20530,67294,1.7,3.9,21.1,27.3,13.2,20.6,12.2,0.4464,99.534,29.15,180279,11.36,81.8,0.51,36.59,17.0,24.84,8.84,12.73,Republican,Republican
Wayne County,utah,365,1229,0.6,6.3,23.6,29.3,17.9,15.3,6.9,0.3715,78.61,0.4,2486,3.86,91.19,0.04,40.97,11.62,19.15,16.09,12.17,Republican,Republican
Weber County,utah,40695,65949,2.6,5.1,29.1,26.3,9.8,18.8,8.2,0.3964,99.422,166.16,262223,18.59,73.94,1.22,35.74,14.73,22.85,10.41,16.26,Republican,Republican
Addison County,vermont,15089,6567,1.4,4.2,29.1,15.8,7.7,24.3,17.5,0.4127,76.763,18.86,37363,3.09,89.5,0.92,42.41,13.51,19.66,12.58,11.83,Democrat,Democrat
Bennington County,vermont,11858,6724,1.9,4.0,28.1,18.4,8.2,21.4,18.0,0.4768,94.727,21.37,37347,2.51,90.76,1.08,43.69,16.84,20.98,7.52,10.96,Democrat,Democrat
Caledonia County,vermont,8529,5924,1.9,4.4,33.3,21.4,7.6,19.2,12.3,0.4544,84.309,18.09,30233,2.0,90.84,0.71,36.36,16.84,19.13,13.07,14.6,Democrat,Democrat
Chittenden County,vermont,72938,20104,1.6,3.1,16.8,14.2,8.6,32.1,23.6,0.4444,76.763,121.05,168323,2.82,84.88,2.83,53.37,14.89,18.31,6.09,7.34,Democrat,Democrat
Essex County,vermont,1890,2164,2.7,8.4,43.1,18.0,7.6,11.3,8.9,0.4432,71.462,3.48,5920,1.13,93.65,0.25,33.9,17.77,16.44,14.92,16.97,Republican,Democrat
Franklin County,vermont,13612,11274,2.9,5.2,37.5,17.2,9.9,17.5,9.9,0.4051,88.809,30.66,49946,1.83,90.58,0.64,39.41,12.57,18.65,12.5,16.86,Democrat,Democrat
Grand Isle County,vermont,3346,2194,1.0,3.0,31.7,13.5,8.3,25.1,17.5,0.4352,76.763,34.63,7293,1.74,91.83,0.67,48.01,13.78,18.08,11.07,9.05,Democrat,Democrat
Lamoille County,vermont,10773,4171,1.3,4.5,23.0,20.0,8.4,27.2,15.6,0.4614,98.575,21.74,25945,2.51,90.9,0.84,41.38,18.2,19.01,12.05,9.37,Democrat,Democrat
Orange County,vermont,8351,5782,1.8,4.2,33.4,14.3,11.1,19.1,16.1,0.3879,89.027,16.54,29277,1.63,91.72,0.52,44.67,15.11,15.78,13.53,10.91,Democrat,Democrat
Orleans County,vermont,7757,7086,3.0,5.4,37.6,16.6,9.5,17.3,10.4,0.418,79.444,15.26,27393,1.69,92.21,0.46,37.84,17.23,19.68,12.29,12.95,Democrat,Democrat
Rutland County,vermont,18746,14625,1.8,4.6,33.9,17.1,9.5,20.0,13.0,0.4566,83.665,25.14,60572,2.02,90.95,0.81,36.92,19.31,17.92,11.88,13.97,Democrat,Democrat
Washington County,vermont,25101,8707,1.6,3.2,25.7,16.1,7.1,27.1,19.1,0.4353,98.63,33.59,59807,2.62,89.8,1.02,48.62,14.65,17.63,10.64,8.46,Democrat,Democrat
Windham County,vermont,20057,7251,1.0,4.7,30.3,16.5,7.0,21.2,19.2,0.4673,90.021,22.53,45905,2.9,89.34,1.08,42.44,16.91,16.56,11.59,12.5,Democrat,Democrat
Windsor County,vermont,24779,10135,1.5,3.6,28.9,16.4,8.8,24.1,16.7,0.4692,98.098,23.04,57753,2.13,90.97,0.78,44.91,18.79,15.76,10.04,10.5,Democrat,Democrat
Accomack County,virginia,7578,9172,6.5,11.9,33.0,18.8,8.4,12.2,9.2,0.4523,73.075,28.67,33413,10.27,59.33,25.86,24.65,19.52,19.59,13.96,22.28,Republican,Democrat
Albemarle County,virginia,42466,20804,2.3,3.8,14.7,13.3,5.8,30.1,30.1,0.479,76.763,60.3,112395,7.52,71.48,8.71,58.16,15.25,16.62,5.21,4.75,Democrat,Democrat
Alexandria city,virginia,66240,14544,3.5,2.8,10.5,12.0,5.2,31.7,34.3,0.4589,76.763,4074.3,159467,18.42,49.24,19.64,62.57,13.82,13.23,4.55,5.84,Democrat,Democrat
Alleghany County,virginia,2243,5859,3.4,8.4,43.4,22.1,7.4,8.7,6.6,0.4621,68.475,13.11,15223,1.17,90.35,4.44,29.7,19.82,15.74,11.91,22.82,Republican,Democrat
Amelia County,virginia,2411,5390,5.2,8.4,45.3,15.5,7.9,12.8,5.0,0.4294,83.253,14.46,13265,3.2,73.03,19.19,29.92,14.91,18.03,21.26,15.88,Republican,Democrat
Amherst County,virginia,5672,11041,4.3,8.0,37.9,18.1,9.8,13.4,8.4,0.4527,84.089,25.6,31307,2.68,73.36,17.08,33.98,16.93,19.56,11.41,18.12,Republican,Democrat
Appomattox County,virginia,2418,6702,3.8,6.3,39.7,23.5,7.4,14.2,5.1,0.4216,74.825,18.78,16119,2.13,75.41,17.85,31.1,14.71,25.18,12.55,16.46,Republican,Democrat
Arlington County,virginia,105344,22318,3.0,1.7,7.3,8.0,3.3,35.7,41.1,0.4525,76.763,3502.82,238643,15.66,58.52,8.52,73.28,8.78,12.16,2.53,3.25,Democrat,Democrat
Augusta County,virginia,10840,30714,3.7,6.5,40.3,18.9,7.4,15.6,7.6,0.3979,89.194,30.91,77487,3.52,88.24,3.96,34.54,14.78,21.16,11.24,18.28,Republican,Democrat
Bath County,virginia,646,1834,6.5,7.5,36.6,24.0,7.0,12.7,5.7,0.474,74.381,3.05,4209,1.73,91.26,2.71,36.57,22.13,15.46,17.8,8.04,Republican,Democrat
Bedford County,virginia,12176,35600,2.5,5.0,29.4,21.5,9.0,19.9,12.7,0.441,98.237,40.52,79462,2.59,85.74,6.12,42.93,12.61,20.62,9.69,14.16,Republican,Democrat
Bland County,virginia,532,2903,2.1,6.0,45.5,22.1,7.9,11.3,5.1,0.377,74.177,6.74,6270,0.96,93.41,2.66,26.49,11.75,25.7,14.43,21.62,Republican,Democrat
Botetourt County,virginia,5700,15099,2.5,4.0,35.1,18.8,12.0,17.2,10.5,0.4298,99.52,24.06,33596,2.31,90.8,2.69,34.39,17.32,25.05,8.7,14.53,Republican,Democrat
Bristol city,virginia,2313,5347,2.6,11.1,30.6,24.7,8.1,11.8,11.0,0.4824,66.716,510.98,17219,2.64,85.09,5.85,33.0,20.54,23.32,6.84,16.3,Republican,Democrat
Brunswick County,virginia,4552,3357,6.6,16.9,34.5,19.2,6.8,9.9,6.1,0.4291,67.794,10.89,15849,2.44,40.74,54.09,23.95,22.33,21.14,6.6,25.98,Democrat,Democrat
Buchanan County,virginia,1587,8311,10.2,15.5,39.4,16.9,7.0,5.5,5.4,0.4718,55.86,15.55,20355,0.87,94.37,3.01,29.1,14.79,18.8,22.67,14.64,Republican,Democrat
Buckingham County,virginia,3471,4544,6.7,9.2,45.3,20.4,6.3,7.8,4.3,0.429,73.274,11.24,16824,2.45,61.31,32.04,24.45,17.23,19.85,18.39,20.07,Republican,Democrat
Buena Vista city,virginia,825,1863,5.6,13.2,32.7,19.5,7.7,13.1,8.3,0.5618,81.044,398.26,6641,3.45,85.23,4.35,29.36,35.45,15.98,7.86,11.36,Republican,Democrat
Campbell County,virginia,8070,21245,3.5,6.1,34.3,22.5,9.0,16.4,8.2,0.4188,76.036,42.6,55696,3.26,77.0,13.93,33.94,16.25,20.86,9.15,19.8,Republican,Democrat
Caroline County,virginia,7657,8336,2.7,7.9,40.0,19.3,7.7,13.8,8.5,0.4114,76.763,22.83,30887,6.37,61.0,24.69,36.68,14.29,22.77,12.1,14.17,Republican,Democrat
Carroll County,virginia,2842,12659,6.8,10.1,38.1,17.7,11.3,11.3,4.6,0.4374,63.652,23.69,29155,3.57,92.75,0.56,33.64,16.7,16.13,12.29,21.25,Republican,Democrat
Charles City County,virginia,2624,1761,3.5,11.6,40.1,20.9,7.8,11.8,4.4,0.4538,85.855,14.27,6773,1.49,44.25,41.87,28.58,17.53,21.22,14.11,18.56,Democrat,Democrat
Charlotte County,virginia,2317,3815,4.5,11.0,38.0,19.7,10.1,9.7,7.0,0.4587,65.796,9.39,11529,2.19,66.59,27.24,30.92,16.61,21.97,13.5,17.0,Republican,Democrat
Charlottesville city,virginia,20696,3094,3.1,4.9,15.7,12.3,5.0,28.0,30.9,0.5385,76.763,1744.12,46553,6.89,63.6,15.1,60.52,15.83,14.7,2.92,6.04,Democrat,Democrat
Chesapeake city,virginia,66377,58180,2.5,4.2,23.5,24.0,10.1,22.2,13.6,0.4155,76.763,284.48,249422,7.15,54.4,28.42,43.92,16.01,19.78,9.15,11.14,Democrat,Democrat
Chesterfield County,virginia,106935,93326,3.1,4.3,22.3,19.4,8.6,25.9,16.4,0.4209,76.763,333.69,364548,11.04,57.85,22.35,46.95,13.76,20.5,8.0,10.79,Democrat,Democrat
Clarke County,virginia,3920,5192,1.8,4.5,29.5,21.6,8.2,22.2,12.3,0.4137,76.763,32.66,14783,6.0,83.26,3.82,46.67,13.18,20.66,10.21,9.28,Republican,Democrat
Colonial Heights city,virginia,2972,6007,4.2,4.3,31.0,22.6,9.8,16.9,11.2,0.4125,87.287,932.14,18170,7.02,68.29,15.67,39.36,15.2,21.89,9.36,14.21,Republican,Democrat
Covington city,virginia,964,1580,2.6,8.8,48.0,22.1,7.1,7.4,4.0,0.3966,55.199,404.1,5737,3.12,79.15,12.48,23.21,22.1,24.14,15.78,14.76,Republican,Democrat
Craig County,virginia,587,2536,2.8,9.2,41.7,19.2,11.0,10.9,5.1,0.3917,83.74,5.76,4892,1.08,94.66,0.22,33.5,12.97,22.38,10.67,20.48,Republican,Democrat
Culpeper County,virginia,10617,16012,3.6,7.0,34.0,19.4,9.1,17.6,9.3,0.4128,76.763,53.79,52552,14.29,66.3,12.28,37.39,18.07,20.13,10.94,13.47,Republican,Democrat
Cumberland County,virginia,2227,3019,5.8,8.1,34.7,22.1,10.8,9.8,8.8,0.4965,91.502,12.59,9675,2.49,63.09,29.12,28.29,23.75,22.86,14.38,10.71,Republican,Democrat
Danville city,virginia,11710,7428,4.8,10.7,38.4,18.5,8.9,11.6,7.0,0.494,59.489,383.43,42590,4.87,39.64,51.03,26.17,22.11,20.29,8.49,22.94,Democrat,Democrat
Dickenson County,virginia,1503,5748,7.2,11.5,39.3,21.2,9.4,9.3,2.1,0.4843,56.343,16.46,14124,0.59,96.93,0.34,35.55,23.05,19.25,12.05,10.08,Republican,Democrat
Dinwiddie County,virginia,6224,8695,3.5,7.0,39.5,20.9,11.3,11.0,6.8,0.4228,92.305,21.5,27947,4.04,62.07,29.04,30.68,14.44,22.97,11.67,20.24,Republican,Democrat
Emporia city,virginia,1612,754,8.4,14.7,35.2,15.6,9.7,9.6,6.9,0.4513,61.212,317.67,5766,5.98,26.52,62.97,21.33,18.22,19.68,7.55,33.23,Democrat,Democrat
Essex County,virginia,3038,3075,5.8,11.6,36.3,25.9,5.0,10.1,5.2,0.4421,67.229,15.91,10599,3.48,55.39,35.31,31.39,16.88,20.88,15.83,15.02,Republican,Democrat
Fairfax County,virginia,419943,168401,3.5,3.0,12.2,11.7,5.5,31.8,32.3,0.4323,76.763,1130.95,1150309,17.32,47.12,9.42,61.5,13.5,15.14,4.61,5.25,Democrat,Democrat
Fairfax city,virginia,9174,4007,3.7,4.1,14.1,12.1,5.9,31.0,29.0,0.4289,76.763,1500.12,24146,17.72,53.47,4.36,57.41,16.44,15.39,3.88,6.87,Democrat,Democrat
Falls Church city,virginia,7146,1490,1.5,1.1,7.1,9.2,2.2,30.6,48.3,0.439,76.763,2750.19,14658,10.43,67.92,3.78,71.17,9.96,14.15,2.2,2.51,Democrat,Democrat
Fauquier County,virginia,17565,25106,2.9,4.8,24.3,21.6,6.9,24.1,15.3,0.4165,76.763,43.67,72972,10.68,75.33,6.85,46.82,14.9,18.58,11.13,8.57,Republican,Democrat
Floyd County,virginia,3004,6225,3.6,5.6,38.0,17.3,12.4,13.6,9.6,0.421,71.387,15.74,15476,3.15,91.2,1.51,37.18,13.96,15.15,13.04,20.67,Republican,Democrat
Fluvanna County,virginia,7414,8155,1.7,5.0,25.0,24.0,8.5,22.5,13.3,0.4839,76.763,36.9,27249,4.06,76.19,13.46,43.21,17.85,18.56,11.02,9.37,Republican,Democrat
Franklin County,virginia,8381,20895,3.7,6.6,34.5,21.5,9.8,15.3,8.5,0.4691,89.849,30.66,54477,3.59,84.84,7.06,35.07,17.34,20.13,11.19,16.26,Republican,Democrat
Franklin city,virginia,2525,1487,4.0,11.8,32.4,20.3,8.3,13.0,10.2,0.4336,70.7,382.18,8180,2.67,36.26,56.36,29.37,22.85,19.45,10.18,18.15,Democrat,Democrat
Frederick County,virginia,17207,30558,4.3,7.1,31.2,20.9,7.5,17.0,12.0,0.4042,76.763,85.99,91419,10.93,78.47,3.94,39.77,15.04,20.9,10.74,13.56,Republican,Democrat
Fredericksburg city,virginia,8517,4037,3.8,3.7,21.5,22.6,5.0,24.9,18.6,0.4579,76.763,1043.89,27982,12.41,54.32,21.29,49.81,15.71,18.42,6.42,9.64,Democrat,Democrat
Galax city,virginia,777,1838,7.3,12.5,25.7,26.3,10.8,10.2,7.2,0.5161,73.068,313.5,6720,15.79,74.03,5.27,30.83,19.21,26.39,7.4,16.17,Republican,Democrat
Giles County,virginia,2156,6876,3.3,6.3,40.8,21.9,8.4,11.3,7.9,0.3925,73.546,18.06,16787,1.45,93.36,1.42,27.26,18.93,18.96,12.44,22.41,Republican,Democrat
Gloucester County,virginia,6964,14875,2.6,7.5,30.4,24.9,9.2,16.0,9.5,0.3885,76.763,68.91,38711,3.64,82.6,6.99,35.25,17.16,21.76,12.91,12.91,Republican,Democrat
Goochland County,virginia,6685,9966,2.0,3.8,23.2,18.8,7.7,25.0,19.5,0.4929,76.763,34.1,24727,3.49,77.17,13.15,48.97,14.22,22.83,8.07,5.9,Republican,Democrat
Grayson County,virginia,1535,6529,5.8,11.2,39.5,16.9,12.5,10.3,3.8,0.4706,62.651,13.42,15333,3.89,87.37,5.78,30.04,21.13,15.58,10.73,22.52,Republican,Democrat
Greene County,virginia,4163,6866,3.0,7.6,32.3,20.4,8.7,17.3,10.6,0.4027,76.763,51.08,20552,6.47,78.89,7.02,35.83,14.48,24.33,14.23,11.12,Republican,Democrat
Greensville County,virginia,2627,1914,7.9,12.4,39.2,19.9,7.1,8.7,4.7,0.4617,74.132,14.87,11391,2.42,37.02,58.08,31.19,27.04,19.07,8.55,14.15,Democrat,Democrat
Halifax County,virginia,7666,10418,7.3,10.6,36.1,19.5,9.5,11.4,5.7,0.4493,63.524,16.06,34022,2.23,59.52,34.5,29.95,19.94,17.5,9.8,22.8,Republican,Democrat
Hampton city,virginia,46220,18430,2.4,4.9,29.2,24.7,11.1,16.8,10.8,0.4368,81.921,1029.54,137148,6.13,36.01,48.58,37.06,18.29,21.37,8.64,14.63,Democrat,Democrat
Hanover County,virginia,25307,44318,2.0,3.6,24.3,19.9,8.3,26.5,15.4,0.4191,76.763,91.26,109979,3.58,80.81,8.8,46.92,12.8,21.89,9.12,9.27,Republican,Democrat
Harrisonburg city,virginia,11022,5591,9.2,7.2,25.7,14.6,8.0,19.8,15.4,0.4802,75.009,1153.32,51814,23.25,60.71,7.54,36.66,21.32,16.99,9.13,15.9,Democrat,Democrat
Henrico County,virginia,116572,63440,2.7,4.4,21.7,19.0,6.8,26.7,18.7,0.4656,76.763,550.36,334389,6.6,49.95,28.81,46.91,15.3,21.63,6.01,10.14,Democrat,Democrat
Henry County,virginia,9127,16725,7.6,11.1,36.0,19.7,11.1,9.3,5.1,0.442,58.729,51.26,50948,6.48,67.34,21.71,29.47,16.64,21.48,11.55,20.85,Republican,Democrat
Highland County,virginia,417,1092,4.2,5.8,37.5,17.8,4.1,20.2,10.5,0.3778,71.672,2.09,2232,1.57,95.52,0.09,41.41,11.25,21.14,17.43,8.78,Republican,Democrat
Hopewell city,virginia,5430,4020,4.6,8.6,42.1,24.4,9.2,7.3,3.8,0.4417,63.46,859.28,23033,8.2,42.63,42.07,22.49,19.9,23.6,9.63,24.38,Democrat,Democrat
Isle of Wight County,virginia,9399,13707,2.0,6.8,28.8,22.8,9.9,17.7,12.1,0.4359,76.763,47.57,38606,3.11,68.41,22.22,42.95,16.59,17.03,9.65,13.78,Republican,Democrat
James City County,virginia,25553,23153,1.5,2.8,19.3,17.6,8.8,26.2,23.8,0.4161,76.763,213.86,78254,6.64,72.39,12.56,48.08,15.56,21.93,6.33,8.1,Democrat,Democrat
King George County,virginia,5404,8446,3.6,6.1,27.6,20.5,7.4,20.5,14.3,0.3861,76.763,58.0,26723,5.92,70.01,14.67,50.63,12.71,17.65,7.92,11.09,Republican,Democrat
King William County,virginia,3260,7320,1.1,5.4,35.1,25.7,7.9,18.6,6.2,0.3759,91.0,25.15,17810,2.67,75.79,14.51,37.62,16.35,22.73,12.08,11.22,Republican,Democrat
King and Queen County,virginia,1590,2450,2.9,10.7,33.1,21.7,9.1,16.8,5.8,0.4467,89.188,8.19,6608,2.75,67.49,23.62,35.6,19.65,16.56,16.74,11.44,Republican,Democrat
Lancaster County,virginia,3368,3697,3.8,9.8,28.9,16.9,8.3,18.3,14.0,0.5093,93.271,31.47,10919,1.14,68.15,26.98,38.28,18.56,17.31,10.54,15.3,Republican,Democrat
Lee County,virginia,1489,8365,8.4,9.9,36.7,26.2,7.3,8.5,3.1,0.4858,58.254,19.76,22173,2.15,91.07,3.91,31.55,21.01,17.9,13.33,16.22,Republican,Democrat
Lexington city,virginia,1791,906,1.5,2.3,22.8,8.7,4.5,30.9,29.3,0.411,90.644,1135.39,7320,4.58,82.17,6.2,53.38,18.95,20.83,1.67,5.16,Democrat,Democrat
Loudoun County,virginia,138372,82088,2.8,2.9,11.3,13.5,6.1,35.7,27.8,0.3919,76.763,315.01,420959,14.19,51.52,7.06,62.14,11.89,16.53,3.92,5.51,Democrat,Democrat
Louisa County,virginia,8269,13294,4.0,7.3,33.8,21.4,7.6,14.7,11.1,0.4477,76.763,29.72,37596,3.63,75.9,14.27,36.95,16.8,23.0,10.83,12.42,Republican,Democrat
